pair,word_x,word_y,scores,qtype
woodland-cemetery,woodland,cemetery,"[0.0, 2.0, 6.0, 5.0, 9.0, 9.0, 10.0, 6.0, 1.0, 10.0, 9.6, 1.0, 6.0, 10.0, 3.5, 6.0, 7.0, 9.0, 4.0, 10.0, 7.0, 1.0, 6.0, 9.0, 7.0, 8.0, 7.0, 7.0, 7.0, 6.0, 8.0, 10.0, 10.0, 9.0, 10.0, 10.0, 7.0, 4.0, 6.0, 8.0, 8.0, 10.0, 8.0, 9.0, 4.0, 1.0, 8.0]",inv-dis
warning-announcement,warning,announcement,"[5.0, 2.0, 3.0, 5.0, 3.0, 1.0, 10.0, 4.0, 3.0, 5.0, 3.0, 3.0, 4.0, 2.0, 2.0, 3.0, 4.0, 4.0, 0.0, 9.0, 5.0, 1.0, 5.5, 2.0, 3.0, 7.0, 2.0, 5.0, 4.0, 5.0, 3.0, 10.0, 3.0, 6.0, 2.0, 5.0, 8.0, 4.0, 7.75, 3.0, 3.0, 5.0, 2.0, 5.0, 6.0, 4.0, 3.0, 5.0]",inv-dis
team-game,team,game,"[2.0, 3.0, 3.0, 3.0, 4.0, 5.0, 5.0, 3.0, 2.0, 10.0, 2.0, 7.0, 3.0, 7.0, 7.0, 7.4, 1.0, 5.0, 0.0, 8.0, 4.0, 4.0, 7.0, 3.0, 3.0, 6.0, 2.0, 4.0, 6.0, 2.0, 3.0, 3.0, 2.0, 3.0, 5.0, 2.0, 5.0, 6.0, 7.0, 3.0, 2.0, 5.0, 10.0, 4.0, 3.0, 3.0, 7.0, 5.9]",inv-dis
star-movie,star,movie,"[3.0, 3.0, 5.0, 5.0, 3.0, 5.0, 10.0, 3.0, 2.0, 6.0, 5.0, 6.8, 3.0, 5.0, 5.0, 9.5, 3.5, 7.0, 0.0, 2.0, 10.0, 3.0, 6.0, 2.0, 2.0, 6.0, 7.0, 7.0, 5.0, 3.0, 4.0, 2.0, 5.0, 3.0, 4.0, 4.0, 8.0, 8.0, 6.0, 4.0, 3.0, 9.0, 10.0, 3.0, 5.0, 2.0, 8.0, 7.5]",inv-dis
similarity-word,similarity,word,"[0.0, 4.0, 9.0, 8.0, 9.0, 3.0, 10.0, 2.0, 9.0, 1.0, 6.0, 9.4, 1.0, 10.0, 1.0, 9.0, 6.0, 7.0, 0.0, 8.0, 10.0, 5.0, 5.0, 4.0, 7.0, 5.0, 9.0, 0.0, 9.0, 10.0, 7.0, 9.0, 10.0, 10.0, 6.0, 10.0, 6.0, 9.0, 4.0, 4.0, 9.0, 9.0, 10.0, 8.0, 7.0, 6.0, 1.0, 9.0]",inv-dis
shore-coast,shore,coast,"[2.0, 4.0, 6.0, 2.0, 0.5, 1.0, 7.0, 1.0, 1.0, 7.0, 0.0, 3.0, 9.0, 1.0, 2.0, 0.0, 0.5, 1.0, 0.0, 2.0, 3.0, 2.0, 1.0, 2.0, 0.0, 1.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 3.0, 0.0, 0.0, 2.0, 3.0, 1.0, 1.0, 7.0, 1.0]",inv-dis
sex-love,sex,love,"[2.0, 3.0, 2.0, 4.0, 2.0, 5.0, 8.0, 1.0, 4.0, 8.0, 4.0, 1.8, 6.0, 2.0, 3.0, 5.0, 2.0, 4.0, 0.0, 3.0, 2.0, 3.0, 3.0, 3.0, 5.0, 1.0, 1.0, 4.0, 3.0, 3.0, 6.0, 10.0, 3.0, 2.0, 3.0, 6.0, 5.0, 6.0, 9.5, 3.0, 2.0, 5.0, 5.0, 3.0, 3.0, 2.0, 7.0, 6.0]",inv-dis
sea-seafood,sea,seafood,"[4.0, 2.0, 2.0, 4.0, 2.0, 4.0, 5.0, 3.0, 3.0, 10.0, 3.0, 4.0, 2.0, 6.0, 2.0, 8.0, 1.5, 4.0, 0.0, 6.0, 2.0, 2.0, 2.0, 1.0, 1.0, 2.0, 3.0, 3.0, 5.0, 3.0, 2.0, 6.0, 10.0, 3.0, 3.0, 8.0, 6.0, 9.0, 7.0, 3.0, 2.0, 3.0, 10.0, 3.0, 4.0, 2.0, 2.0, 5.0]",inv-dis
scientist-Mars,scientist,Mars,"[3.0, 5.0, 4.0, 6.0, 4.0, 9.0, 10.0, 4.0, 3.0, 10.0, 6.0, 9.0, 3.0, 4.0, 8.0, 10.0, 6.0, 8.0, 0.0, 4.0, 10.0, 3.0, 6.0, 3.0, 6.0, 7.0, 4.0, 4.0, 6.0, 5.0, 7.0, 5.0, 2.0, 6.0, 4.0, 6.0, 9.0, 9.0, 9.75, 5.0, 7.0, 10.0, 10.0, 7.0, 7.0, 7.0, 2.0, 10.0]",inv-dis
round-game,round,game,"[2.0, 2.0, 6.0, 6.0, 5.0, 3.0, 10.0, 8.0, 7.0, 1.0, 7.0, 7.0, 2.0, 5.0, 2.0, 9.0, 4.0, 9.0, 10.0, 6.0, 10.0, 3.0, 6.0, 4.0, 10.0, 4.0, 7.0, 4.0, 7.0, 9.0, 8.0, 10.0, 5.0, 7.0, 4.0, 9.0, 4.0, 9.0, 7.0, 4.0, 2.0, 4.0, 10.0, 4.0, 5.0, 4.0, 1.0, 6.3]",inv-dis
racism-delay,racism,delay,"[0.0, 3.0, 10.0, 9.0, 10.0, 10.0, 10.0, 8.0, 8.0, 1.0, 10.0, 10.0, 2.0, 10.0, 10.0, 10.0, 9.0, 9.0, 10.0, 5.0, 10.0, 8.0, 2.0, 7.0, 8.0, 8.0, 10.0, 9.0, 9.0, 10.0, 6.0, 9.0, 10.0, 10.0, 10.0, 8.0, 10.0, 9.0, 7.0, 5.0, 10.0, 10.0, 10.0, 9.0, 9.0, 8.0, 1.0, 8.0]",inv-dis
quarrel-lover,quarrel,lover,"[9.0, 4.0, 6.0, 4.0, 6.0, 8.0, 10.0, 9.0, 5.0, 3.0, 8.0, 6.7, 2.0, 4.0, 8.0, 7.8, 3.0, 7.0, 0.0, 4.0, 10.0, 5.0, 7.0, 6.0, 8.0, 4.0, 9.0, 8.0, 7.0, 5.0, 9.0, 6.0, 10.0, 9.0, 7.0, 5.0, 6.0, 9.0, 9.0, 6.0, 8.0, 10.0, 10.0, 4.0, 10.0, 6.0, 5.0, 8.0]",inv-dis
profit-dollar,profit,dollar,"[3.0, 4.0, 5.0, 4.0, 2.0, 1.0, 6.0, 1.0, 2.0, 7.0, 3.0, 5.0, 5.0, 1.0, 4.0, 2.2, 3.0, 2.0, 0.0, 6.0, 4.0, 1.0, 8.0, 2.0, 2.0, 3.0, 3.0, 3.0, 7.0, 3.0, 0.0, 3.0, 0.0, 2.0, 1.0, 6.0, 3.0, 6.0, 8.5, 3.0, 2.0, 6.0, 2.0, 2.0, 1.0, 4.0, 5.0, 5.8]",inv-dis
production-announcement,production,announcement,"[7.0, 2.0, 7.0, 7.0, 9.0, 4.0, 10.0, 5.0, 7.0, 1.0, 10.0, 9.0, 1.0, 10.0, 5.0, 7.5, 8.5, 7.0, 5.0, 1.0, 10.0, 5.0, 8.0, 5.0, 8.0, 5.0, 9.0, 6.0, 8.0, 8.0, 9.0, 10.0, 10.0, 9.0, 7.0, 9.0, 10.0, 7.0, 9.75, 3.0, 9.0, 8.0, 10.0, 6.0, 7.0, 5.0, 1.0, 6.0]",inv-dis
preparation-food,preparation,food,"[2.0, 2.0, 5.0, 6.0, 4.0, 7.0, 7.0, 2.0, 3.0, 6.0, 6.0, 9.0, 2.0, 2.0, 4.0, 8.5, 3.0, 6.0, 2.0, 6.0, 10.0, 4.0, 10.0, 1.0, 4.0, 5.0, 3.0, 4.0, 4.0, 5.0, 8.0, 5.0, 4.0, 3.0, 7.0, 3.0, 6.5, 7.0, 5.0, 6.0, 4.0, 7.0, 10.0, 5.0, 4.0, 4.0, 3.0, 7.6]",inv-dis
popcorn-movie,popcorn,movie,"[2.0, 6.0, 6.0, 4.0, 3.0, 3.0, 10.0, 2.0, 2.0, 10.0, 5.0, 5.5, 2.0, 4.0, 9.0, 8.8, 5.0, 6.0, 0.0, 7.0, 3.0, 3.0, 3.0, 2.0, 4.0, 5.0, 3.0, 3.0, 8.0, 5.0, 3.0, 7.0, 4.0, 1.0, 4.0, 5.0, 7.5, 7.0, 10.0, 5.0, 5.0, 7.5, 10.0, 4.0, 6.0, 7.0, 8.0, 9.0]",inv-dis
planning-family,planning,family,"[6.0, 6.0, 8.0, 7.0, 6.0, 10.0, 7.0, 7.0, 3.0, 5.0, 10.0, 4.0, 2.0, 6.0, 8.0, 7.8, 6.0, 5.0, 0.0, 5.0, 7.0, 5.0, 9.0, 3.0, 10.0, 5.0, 4.0, 4.0, 7.0, 5.0, 6.0, 7.0, 2.0, 4.0, 4.0, 8.0, 7.5, 8.0, 8.0, 4.0, 3.0, 7.5, 10.0, 4.0, 8.0, 3.0, 5.0, 7.0]",inv-dis
phone-stock,phone,stock,"[0.0, 4.0, 10.0, 8.0, 10.0, 10.0, 10.0, 8.0, 8.0, 1.0, 10.0, 9.0, 1.0, 10.0, 9.0, 9.0, 9.5, 9.0, 10.0, 6.0, 10.0, 5.0, 10.0, 5.0, 9.0, 6.0, 10.0, 8.0, 9.0, 10.0, 6.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 9.5, 5.0, 10.0, 9.0, 10.0, 9.0, 9.0, 6.0, 1.0, 10.0]",inv-dis
people-planet,people,planet,"[2.0, 5.0, 4.0, 6.0, 9.0, 5.0, 10.0, 7.0, 4.0, 6.0, 6.0, 8.0, 1.0, 8.0, 9.0, 9.5, 4.0, 9.0, 5.0, 4.0, 10.0, 5.0, 3.0, 3.0, 4.0, 5.0, 8.0, 5.0, 8.0, 5.0, 8.0, 5.0, 1.0, 10.0, 7.0, 6.0, 7.0, 9.0, 7.0, 4.0, 10.0, 9.0, 10.0, 8.0, 9.0, 7.0, 1.0, 6.0]",inv-dis
oracle-monk,oracle,monk,"[3.0, 6.0, 4.0, 6.0, 6.0, 3.0, 10.0, 2.0, 5.0, 1.0, 5.0, 8.0, 1.0, 5.0, 3.0, 3.0, 9.0, 6.0, 0.0, 7.0, 8.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 3.0, 6.0, 4.0, 10.0, 1.0, 6.0, 7.0, 3.0, 5.0, 8.0, 4.0, 4.0, 5.0, 5.0, 10.0, 2.0, 8.0, 4.0, 2.0, 7.0]",inv-dis
object-cup,object,cup,"[0.0, 2.0, 5.0, 3.0, 6.0, 6.0, 10.0, 3.0, 6.0, 8.0, 6.0, 7.0, 2.0, 1.0, 5.0, 4.0, 2.0, 5.0, 0.0, 8.0, 10.0, 2.0, 10.0, 2.0, 7.0, 6.0, 9.0, 3.0, 7.0, 5.0, 3.0, 3.0, 0.0, 6.0, 7.0, 7.0, 6.5, 8.0, 8.0, 6.0, 5.0, 5.0, 8.0, 9.0, 9.0, 7.0, 1.0, 5.5]",inv-dis
nurse-doctor,nurse,doctor,"[0.5, 4.0, 6.0, 3.0, 2.0, 5.0, 10.0, 2.0, 3.0, 6.0, 1.0, 3.0, 4.0, 4.0, 3.0, 0.8, 1.5, 4.0, 0.0, 8.0, 2.0, 1.0, 3.0, 1.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 4.0, 7.0, 1.0, 3.0, 1.0, 3.0, 3.0, 3.0, 4.0, 3.0, 2.0, 5.0, 6.0, 4.0, 3.0, 1.0, 6.0, 4.0]",inv-dis
number-record,number,record,"[7.0, 2.0, 8.0, 4.0, 4.0, 2.0, 5.0, 7.0, 8.0, 2.0, 5.0, 6.0, 3.0, 10.0, 3.0, 2.5, 6.5, 6.0, 0.0, 5.0, 4.0, 3.0, 8.0, 2.0, 3.0, 8.0, 4.0, 4.0, 7.0, 10.0, 4.0, 8.0, 3.0, 5.0, 6.0, 9.0, 8.0, 3.0, 6.5, 4.0, 5.0, 2.5, 10.0, 4.0, 3.0, 7.0, 2.0, 5.5]",inv-dis
news-delay,news,delay,"[6.0, 4.0, 9.0, 7.0, 10.0, 10.0, 10.0, 7.0, 2.0, 10.0, 9.0, 1.0, 10.0, 4.0, 7.0, 9.0, 9.0, 10.0, 7.0, 10.0, 8.0, 9.0, 6.0, 9.0, 7.0, 10.0, 9.0, 8.0, 10.0, 5.0, 10.0, 10.0, 10.0, 7.0, 8.0, 9.0, 9.0, 8.0, 5.0, 10.0, 8.5, 10.0, 7.0, 7.0, 6.0, 2.0, 9.5]",inv-dis
news-announcement,news,announcement,"[0.0, 3.0, 7.0, 2.0, 1.0, 1.0, 4.0, 3.0, 3.0, 7.0, 3.0, 3.0, 8.0, 2.0, 1.0, 0.8, 2.0, 2.0, 0.0, 8.0, 8.0, 2.0, 1.0, 5.0, 1.0, 1.0, 1.0, 2.0, 4.0, 3.0, 2.0, 5.0, 0.0, 3.0, 2.0, 3.0, 4.0, 4.0, 4.0, 3.0, 0.0, 2.5, 3.0, 5.0, 2.0, 2.0, 7.0, 1.0]",inv-dis
nation-century,nation,century,"[0.0, 3.0, 2.0, 6.0, 9.0, 10.0, 10.0, 8.0, 7.0, 2.0, 10.0, 9.0, 1.0, 7.0, 8.0, 10.0, 3.0, 8.0, 9.0, 7.0, 10.0, 8.0, 9.0, 5.0, 10.0, 9.0, 9.0, 7.0, 7.0, 10.0, 8.0, 10.0, 10.0, 9.0, 9.0, 9.0, 10.0, 9.0, 9.5, 6.0, 9.0, 10.0, 10.0, 8.0, 10.0, 8.0, 1.0, 10.0]",inv-dis
mother-baby,mother,baby,"[1.0, 2.0, 5.0, 5.0, 1.0, 10.0, 10.0, 2.0, 3.0, 5.0, 3.0, 8.0, 1.0, 5.0, 3.0, 5.0, 3.0, 5.0, 0.0, 9.0, 3.0, 3.0, 8.0, 1.0, 5.0, 5.0, 7.0, 3.0, 6.0, 3.0, 2.0, 3.0, 1.0, 2.0, 3.0, 7.0, 5.0, 8.0, 6.0, 4.0, 2.0, 8.0, 10.0, 5.0, 3.0, 2.0, 6.0, 7.5]",inv-dis
metal-aluminum,metal,aluminum,"[0.0, 3.0, 1.0, 1.0, 3.0, 2.0, 3.0, 3.0, 3.0, 6.0, 2.0, 4.0, 9.0, 2.0, 2.0, 1.5, 3.0, 2.0, 0.0, 8.0, 3.0, 2.0, 1.0, 2.0, 2.0, 2.0, 0.0, 3.0, 6.0, 2.0, 1.0, 10.0, 0.0, 1.0, 2.0, 2.0, 3.5, 3.0, 3.0, 4.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 4.0, 0.5]",inv-dis
laundering-money,laundering,money,"[4.0, 2.0, 5.0, 3.0, 1.0, 9.0, 8.0, 4.0, 3.0, 6.0, 6.0, 4.0, 4.0, 2.0, 1.0, 5.0, 3.0, 7.0, 0.0, 3.0, 8.0, 1.0, 4.0, 2.0, 2.0, 7.0, 5.0, 5.0, 7.0, 5.0, 5.0, 8.0, 2.0, 5.0, 2.0, 6.0, 5.5, 8.0, 9.0, 4.0, 3.0, 8.5, 10.0, 5.0, 3.0, 6.0, 6.0, 8.5]",inv-dis
kilometer-territory,kilometer,territory,"[7.0, 6.0, 2.0, 7.0, 3.0, 4.0, 10.0, 7.0, 6.0, 1.0, 9.0, 10.0, 1.0, 8.0, 8.0, 3.0, 8.0, 5.0, 5.0, 5.0, 7.0, 5.0, 4.0, 5.0, 3.0, 4.0, 6.0, 9.0, 7.0, 9.0, 5.0, 10.0, 10.0, 2.0, 8.0, 9.0, 6.5, 7.0, 7.0, 4.0, 7.0, 7.0, 10.0, 6.0, 9.0, 4.0, 2.0, 4.0]",inv-dis
jewel-gem,jewel,gem,"[0.5, 6.0, 2.0, 0.0, 1.0, 1.0, 4.0, 1.0, 1.0, 10.0, 0.0, 2.0, 9.0, 1.0, 2.0, 0.0, 2.0, 2.0, 0.0, 10.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0, 7.0, 1.5]",inv-dis
jaguar-tiger,jaguar,tiger,"[2.0, 4.0, 8.0, 3.0, 2.0, 2.0, 5.0, 3.0, 3.0, 3.0, 2.0, 6.0, 4.0, 2.0, 3.0, 1.5, 4.0, 4.0, 0.0, 6.0, 3.0, 3.0, 2.0, 3.0, 2.0, 4.0, 2.0, 5.0, 3.0, 1.0, 2.0, 10.0, 0.0, 4.0, 3.0, 3.0, 4.0, 2.0, 2.0, 3.0, 2.0, 1.0, 3.0, 3.0, 1.0, 1.0, 6.0, 3.0]",inv-dis
investigation-FBI,investigation,FBI,"[4.0, 1.0, 2.0, 1.0, 2.0, 4.0, 2.0, 2.0, 1.0, 1.0, 2.0, 6.0, 2.0, 3.0, 8.0, 2.0, 2.0, 4.0, 0.0, 10.0, 2.0, 3.0, 7.5, 1.0, 2.0, 4.0, 0.0, 2.0, 6.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 5.0, 2.5, 8.75, 4.0, 0.0, 0.0, 10.0, 2.0, 8.0, 4.0, 6.0, 7.0]",inv-dis
hotel-arrival,hotel,arrival,"[4.0, 4.0, 6.0, 5.0, 8.0, 9.0, 10.0, 4.0, 4.0, 6.0, 6.0, 9.7, 2.0, 7.0, 4.0, 7.0, 7.5, 7.0, 0.0, 9.0, 6.0, 5.0, 5.0, 3.0, 9.0, 6.0, 6.0, 4.0, 7.0, 7.0, 7.0, 5.0, 3.0, 6.0, 4.0, 6.0, 9.0, 8.0, 8.0, 6.0, 3.0, 7.5, 10.0, 5.0, 5.0, 7.0, 3.0, 8.5]",inv-dis
fruit-food,fruit,food,"[0.5, 3.0, 1.0, 2.0, 1.0, 2.0, 1.0, 0.0, 2.0, 8.0, 2.0, 3.0, 6.0, 1.0, 3.0, 2.0, 0.5, 3.0, 0.0, 2.0, 4.0, 1.0, 1.0, 1.0, 2.0, 3.0, 0.0, 4.0, 4.0, 2.0, 1.0, 0.0, 0.0, 1.0, 1.0, 2.0, 3.0, 3.0, 1.0, 2.0, 1.0, 2.5, 1.0, 2.0, 1.0, 2.0, 5.0, 0.5]",inv-dis
flood-shower,flood,shower,"[8.0, 5.0, 3.0, 5.0, 9.0, 4.0, 10.0, 2.0, 8.0, 2.0, 7.0, 8.0, 2.0, 5.0, 7.0, 2.0, 3.5, 7.0, 0.0, 6.0, 10.0, 5.0, 3.0, 5.0, 10.0, 6.0, 9.0, 5.0, 6.0, 4.0, 5.0, 9.0, 0.0, 6.0, 5.0, 3.0, 2.5, 8.0, 6.0, 4.0, 6.0, 5.0, 10.0, 6.0, 3.0, 4.0, 4.0, 3.2]",inv-dis
ear-drink,ear,drink,"[0.0, 3.0, 7.0, 9.0, 10.0, 10.0, 10.0, 9.0, 9.0, 1.0, 10.0, 10.0, 1.0, 10.0, 9.0, 10.0, 9.5, 9.0, 10.0, 5.0, 10.0, 10.0, 1.0, 9.0, 10.0, 9.0, 10.0, 0.0, 9.0, 10.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 6.0, 10.0, 10.0, 10.0, 9.0, 10.0, 7.0, 1.0, 10.0]",inv-dis
drink-cup,drink,cup,"[2.0, 3.0, 3.0, 4.0, 3.0, 2.0, 3.0, 2.0, 2.0, 5.0, 4.0, 7.0, 2.0, 3.0, 3.0, 3.3, 1.0, 3.0, 0.0, 2.0, 5.0, 2.0, 6.0, 1.0, 3.0, 3.0, 4.0, 4.0, 6.0, 3.0, 2.0, 8.0, 0.0, 2.0, 1.0, 2.0, 4.5, 4.0, 7.0, 3.0, 3.0, 4.0, 10.0, 3.0, 4.0, 2.0, 8.0, 4.0]",inv-dis
departure-deployment,departure,deployment,"[5.0, 4.0, 1.0, 2.0, 2.0, 1.0, 3.0, 1.0, 8.0, 2.0, 0.0, 4.0, 9.0, 1.0, 0.0, 0.4, 1.5, 3.0, 0.0, 4.0, 2.0, 1.0, 9.0, 3.0, 3.0, 6.0, 0.0, 3.0, 5.0, 7.0, 1.0, 5.0, 0.0, 2.0, 1.0, 2.0, 2.5, 2.0, 6.0, 5.0, 2.0, 4.0, 10.0, 1.0, 5.0, 3.0, 7.0, 2.0]",inv-dis
defeat-game,defeat,game,"[3.0, 3.0, 3.0, 5.0, 4.0, 5.0, 8.0, 2.0, 2.0, 8.0, 6.0, 8.0, 4.0, 3.0, 5.0, 7.0, 3.5, 4.0, 0.0, 7.0, 10.0, 5.0, 9.0, 2.0, 3.0, 4.0, 4.0, 4.0, 7.0, 5.0, 6.0, 6.0, 2.0, 4.0, 7.0, 3.0, 5.0, 8.0, 7.0, 3.0, 3.0, 7.0, 10.0, 4.0, 3.0, 3.0, 3.0, 6.3]",inv-dis
critic-movie,critic,movie,"[4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 10.0, 3.0, 2.0, 7.0, 5.0, 8.0, 2.0, 3.0, 4.0, 7.8, 2.0, 6.0, 0.0, 4.0, 7.0, 3.0, 8.0, 1.0, 6.0, 5.0, 5.0, 3.0, 6.0, 5.0, 5.0, 6.0, 2.0, 3.0, 5.0, 4.0, 7.0, 5.0, 8.0, 4.0, 4.0, 8.0, 10.0, 5.0, 4.0, 2.0, 6.0, 7.8]",inv-dis
closet-bed,closet,bed,"[4.0, 5.0, 9.0, 8.0, 4.0, 10.0, 10.0, 3.0, 6.0, 5.0, 5.0, 9.0, 1.0, 10.0, 3.0, 7.0, 3.0, 8.0, 8.0, 4.0, 10.0, 5.0, 5.0, 5.0, 7.0, 5.0, 7.0, 6.0, 7.0, 5.0, 3.0, 10.0, 2.0, 9.0, 8.0, 7.0, 6.0, 8.0, 6.0, 5.0, 3.0, 8.5, 10.0, 5.0, 9.0, 7.0, 4.0, 9.0]",inv-dis
center-school,center,school,"[2.0, 4.0, 3.0, 7.0, 9.0, 10.0, 10.0, 6.0, 7.0, 2.0, 5.0, 8.7, 1.0, 10.0, 1.0, 6.0, 9.0, 5.0, 2.0, 10.0, 10.0, 8.0, 6.0, 6.0, 7.0, 7.0, 10.0, 7.0, 8.0, 5.0, 5.0, 10.0, 3.0, 6.0, 6.0, 10.0, 8.0, 7.0, 6.0, 6.0, 9.0, 6.5, 7.0, 8.0, 10.0, 4.0, 1.0, 4.0]",inv-dis
cash-money,cash,money,"[0.0, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 10.0, 1.0, 2.0, 10.0, 0.0, 1.0, 0.5, 0.0, 1.0, 0.0, 8.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 3.5, 4.0, 0.0, 2.0, 1.0, 1.0, 1.0, 1.0, 9.0, 1.0]",inv-dis
car-luxury,car,luxury,"[2.0, 5.0, 4.0, 6.0, 5.0, 5.0, 8.0, 5.0, 5.0, 6.0, 8.0, 8.0, 2.0, 4.0, 7.0, 4.0, 3.0, 5.0, 0.0, 4.0, 5.0, 5.0, 4.0, 3.0, 6.0, 7.0, 3.0, 4.0, 7.0, 5.0, 4.0, 5.0, 5.0, 8.0, 6.0, 4.0, 8.0, 8.0, 8.0, 5.0, 5.0, 8.5, 10.0, 7.0, 6.0, 5.0, 5.0, 7.0]",inv-dis
butter-bread,butter,bread,"[2.0, 3.0, 5.0, 4.0, 3.0, 5.0, 10.0, 3.0, 3.0, 5.0, 7.0, 1.0, 9.0, 4.0, 4.5, 3.5, 4.0, 0.0, 4.0, 10.0, 3.0, 8.0, 2.0, 3.0, 5.0, 2.0, 3.0, 6.0, 3.0, 3.0, 10.0, 4.0, 2.0, 2.0, 4.0, 4.0, 7.0, 5.0, 4.0, 3.0, 8.0, 10.0, 6.0, 3.0, 2.0, 6.0, 8.1]",inv-dis
bank-money,bank,money,"[1.0, 5.0, 2.0, 5.0, 2.0, 3.0, 8.0, 1.0, 2.0, 10.0, 3.0, 5.0, 10.0, 4.0, 5.0, 4.0, 2.0, 5.0, 0.0, 3.0, 3.0, 1.0, 1.0, 1.0, 2.0, 3.0, 1.0, 3.0, 6.0, 3.0, 0.0, 3.0, 0.0, 2.0, 3.0, 3.0, 4.0, 5.0, 5.0, 4.0, 3.0, 7.0, 10.0, 3.0, 2.0, 3.0, 9.0, 3.8]",inv-dis
astronomer-planet,astronomer,planet,"[1.0, 3.0, 8.0, 2.0, 8.0, 4.0, 2.0, 2.0, 4.0, 3.0, 7.0, 4.0, 4.0, 6.0, 8.8, 1.5, 4.0, 0.0, 9.0, 4.0, 3.0, 8.0, 2.0, 3.0, 4.0, 6.0, 3.0, 5.0, 2.0, 2.0, 5.0, 1.0, 1.0, 6.0, 4.0, 8.0, 6.0, 7.0, 4.0, 0.0, 8.5, 10.0, 3.0, 4.0, 5.0, 7.0, 6.3]",inv-dis
Jackson-Arafat,Jackson,Arafat,"[2.0, 4.0, 3.0, 4.0, 4.0, 5.0, 10.0, 8.0, 4.0, 1.0, 10.0, 8.0, 1.0, 10.0, 10.0, 2.0, 9.0, 9.0, 0.0, 6.0, 5.0, 5.0, 10.0, 6.0, 5.0, 7.0, 10.0, 0.0, 9.0, 7.0, 7.0, 10.0, 0.0, 10.0, 4.0, 4.0, 3.5, 7.0, 7.0, 5.0, 10.0, 9.5, 10.0, 2.0, 10.0, 4.0, 2.0, 1.5]",inv-dis
world-preservation,world,preservation,"[5.0, 8.0, 8.0, 8.0, 10.0, 7.0, 8.0, 9.0, 5.0, 8.0, 8.0, 10.0, 7.0, 10.0, 5.0, 7.0, 9.0, 8.0, 4.0, 6.0, 5.0, 7.0, 5.0, 9.0, 5.7, 5.0, 3.0, 9.0, 9.0, 7.0, 5.0, 8.0, 6.0, 7.0, 7.0, 4.0, 8.0, 8.0, 8.5, 10.0, 10.0, 6.0, 4.0, 7.0, 3.5, 6.5, 4.0, 10.0, 0.0, 8.0]",inv-dis
wizard-magician,wizard,magician,"[7.0, 2.0, 0.0, 2.0, 3.0, 0.0, 0.0, 0.0, 1.0, 6.0, 2.0, 3.0, 1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 3.0, 4.0, 1.0, 2.0, 1.0, 2.0, 3.5, 3.0, 0.0, 3.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 1.0, 5.0, 3.0, 2.0, 0.0, 0.0, 2.0, 3.0, 3.5, 1.5, 4.0, 6.0, 1.0, 1.0]",inv-dis
wealth-money,wealth,money,"[4.0, 2.0, 0.0, 3.0, 4.0, 0.0, 0.0, 0.0, 1.0, 10.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 2.0, 2.0, 5.0, 1.0, 2.0, 2.0, 1.0, 5.0, 1.1, 1.0, 0.5, 2.0, 1.0, 2.0, 0.0, 2.0, 1.0, 1.0, 1.0, 4.0, 3.0, 5.0, 0.0, 4.0, 0.0, 3.0, 2.0, 3.0, 2.0, 1.0, 1.0, 6.0, 1.0, 2.0]",inv-dis
troops-war,troops,war,"[7.0, 0.0, 1.0, 3.0, 5.0, 1.0, 2.0, 1.0, 2.0, 10.0, 1.5, 2.0, 1.0, 3.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 4.0, 1.2, 1.0, 0.5, 1.0, 3.0, 2.0, 1.0, 1.0, 2.0, 2.0, 0.0, 10.0, 1.0, 4.0, 0.0, 5.0, 1.0, 3.0, 2.0, 2.0, 1.0, 4.0, 2.0, 3.0, 1.0, 1.0]",inv-dis
